keyword_country,keyword_raw,keyword,kw_match,kw_match_lower,is_hashtag,is_ascii,is_cjk,stance_original,stance_primary,notes,context,match_mode,regex_pattern
Federated States of Micronesia,#HimToo,#HimToo,HimToo,himtoo,True,True,False,Backlash / Counter,Backlash,,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.,regex,(?:^|[^\p{L}\p{N}_])himtoo(?:[^\p{L}\p{N}_]|$)
Federated States of Micronesia,#MeToo,#MeToo,MeToo,metoo,True,True,False,Support / Global,Support,,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.,regex,(?:^|[^\p{L}\p{N}_])metoo(?:[^\p{L}\p{N}_]|$)
Fiji,#BelieveWomen,#BelieveWomen,BelieveWomen,believewomen,True,True,False,Support / Solidarity,Support,,Survivor-belief and anti-victim-blaming phrase used in #MeToo-related discourse. Translation/Gloss: Believe women.,regex,(?:^|[^\p{L}\p{N}_])believewomen(?:[^\p{L}\p{N}_]|$)
Fiji,#HimToo,#HimToo,HimToo,himtoo,True,True,False,Backlash / Counter,Backlash,,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.,regex,(?:^|[^\p{L}\p{N}_])himtoo(?:[^\p{L}\p{N}_]|$)
Fiji,#MeToo,#MeToo,MeToo,metoo,True,True,False,Support / Global,Support,,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.,regex,(?:^|[^\p{L}\p{N}_])metoo(?:[^\p{L}\p{N}_]|$)
Fiji,#TimesUp,#TimesUp,TimesUp,timesup,True,True,False,Support / Solidarity,Support,,Transnational accountability and anti-harassment hashtag frequently paired with #MeToo. Translation/Gloss: Time is up.,regex,(?:^|[^\p{L}\p{N}_])timesup(?:[^\p{L}\p{N}_]|$)
Fiji,Fiji Women's Rights Movement,Fiji Women's Rights Movement,Fiji Women's Rights Movement,fiji women's rights movement,False,True,False,Support / Org,Support,,NGO-led advocacy; no distinct viral hashtag documented.,regex,(?:^|[^\p{L}\p{N}_])fiji\ women's\ rights\ movement(?:[^\p{L}\p{N}_]|$)
Fiji,sexual harassment,sexual harassment,sexual harassment,sexual harassment,False,True,False,Support / Search Term,Support,,English search keyword for #MeToo-related social-media and publication searches. Translation/Gloss: sexual harassment.,regex,(?:^|[^\p{L}\p{N}_])sexual\ harassment(?:[^\p{L}\p{N}_]|$)
Fiji,violence against women,violence against women,violence against women,violence against women,False,True,False,Support / Search Term,Support,,English search keyword for adjacent #MeToo and gender-based violence coverage. Translation/Gloss: violence against women.,regex,(?:^|[^\p{L}\p{N}_])violence\ against\ women(?:[^\p{L}\p{N}_]|$)
Finland,#HimToo,#HimToo,HimToo,himtoo,True,True,False,Backlash / Counter,Backlash,,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.,regex,(?:^|[^\p{L}\p{N}_])himtoo(?:[^\p{L}\p{N}_]|$)
Finland,#MeToo,#MeToo,MeToo,metoo,True,True,False,Support / Global,Support,,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.,regex,(?:^|[^\p{L}\p{N}_])metoo(?:[^\p{L}\p{N}_]|$)
Finland,#dammenbrister,#dammenbrister,dammenbrister,dammenbrister,True,True,False,Support / Sectoral,Support,,Finland: Swedish-speaking women launched #dammenbrister as their #MeToo answer against sexual harassment. Translation/Gloss: the dam is breaking.,regex,(?:^|[^\p{L}\p{N}_])dammenbrister(?:[^\p{L}\p{N}_]|$)
Finland,#tystnadtagning,#tystnadtagning,tystnadtagning,tystnadtagning,True,True,False,Support / Sectoral,Support,,"Swedish theatre/film sector hashtag, the first joint Swedish #MeToo call. Translation/Gloss: silent shoot.",regex,(?:^|[^\p{L}\p{N}_])tystnadtagning(?:[^\p{L}\p{N}_]|$)
Finland,Aku Louhimies / seksuaalinen häirintä,Aku Louhimies,Aku Louhimies,aku louhimies,False,True,False,Support / Case,Support,,Mar 2018: actresses described abusive treatment by director Aku Louhimies; main Finnish-language case.,regex,(?:^|[^\p{L}\p{N}_])aku\ louhimies(?:[^\p{L}\p{N}_]|$)
Finland,Aku Louhimies / seksuaalinen häirintä,seksuaalinen häirintä,seksuaalinen häirintä,seksuaalinen häirintä,False,False,False,Support / Case,Support,,Mar 2018: actresses described abusive treatment by director Aku Louhimies; main Finnish-language case.,regex,(?:^|[^\p{L}\p{N}_])seksuaalinen\ häirintä(?:[^\p{L}\p{N}_]|$)
Finland,sexuella trakasserier,sexuella trakasserier,sexuella trakasserier,sexuella trakasserier,False,True,False,Support / Search Term,Support,,Swedish publication/search keyword. Translation/Gloss: sexual harassment.,regex,(?:^|[^\p{L}\p{N}_])sexuella\ trakasserier(?:[^\p{L}\p{N}_]|$)
France,#BalanceTonPorc,#BalanceTonPorc,BalanceTonPorc,balancetonporc,True,True,False,Support,Support,,"'Squeal on your pig', 13 Oct 2017, Sandra Muller - preceded the viral #MeToo by two days. Muller was sued for defamation by Eric Brion, lost at first instance (2019), won on appeal (2021) - the legal saga is a key backlash thread.",regex,(?:^|[^\p{L}\p{N}_])balancetonporc(?:[^\p{L}\p{N}_]|$)
France,#HimToo,#HimToo,HimToo,himtoo,True,True,False,Backlash / Counter,Backlash,,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.,regex,(?:^|[^\p{L}\p{N}_])himtoo(?:[^\p{L}\p{N}_]|$)
France,#MeToo,#MeToo,MeToo,metoo,True,True,False,Support / Global,Support,,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.,regex,(?:^|[^\p{L}\p{N}_])metoo(?:[^\p{L}\p{N}_]|$)
France,#MeTooInceste / #MeTooGay / #MeTooThéâtre / #MeTooMedias / #MeTooPolitique / #SciencesPorcs / #DoublePeine,#MeTooInceste,MeTooInceste,metooinceste,True,True,False,Support,Support,,"2021 sectoral waves: incest (Camille Kouchner's book on Olivier Duhamel, Jan 2021), LGBT, theatre, media (PPDA case), politics, Sciences Po campuses, police mistreatment of complainants.",regex,(?:^|[^\p{L}\p{N}_])metooinceste(?:[^\p{L}\p{N}_]|$)
France,#MeTooInceste / #MeTooGay / #MeTooThéâtre / #MeTooMedias / #MeTooPolitique / #SciencesPorcs / #DoublePeine,#MeTooGay,MeTooGay,metoogay,True,True,False,Support,Support,,"2021 sectoral waves: incest (Camille Kouchner's book on Olivier Duhamel, Jan 2021), LGBT, theatre, media (PPDA case), politics, Sciences Po campuses, police mistreatment of complainants.",regex,(?:^|[^\p{L}\p{N}_])metoogay(?:[^\p{L}\p{N}_]|$)
France,#MeTooInceste / #MeTooGay / #MeTooThéâtre / #MeTooMedias / #MeTooPolitique / #SciencesPorcs / #DoublePeine,#MeTooThéâtre,MeTooThéâtre,metoothéâtre,True,False,False,Support,Support,,"2021 sectoral waves: incest (Camille Kouchner's book on Olivier Duhamel, Jan 2021), LGBT, theatre, media (PPDA case), politics, Sciences Po campuses, police mistreatment of complainants.",regex,(?:^|[^\p{L}\p{N}_])metoothéâtre(?:[^\p{L}\p{N}_]|$)
France,#MeTooInceste / #MeTooGay / #MeTooThéâtre / #MeTooMedias / #MeTooPolitique / #SciencesPorcs / #DoublePeine,#MeTooMedias,MeTooMedias,metoomedias,True,True,False,Support,Support,,"2021 sectoral waves: incest (Camille Kouchner's book on Olivier Duhamel, Jan 2021), LGBT, theatre, media (PPDA case), politics, Sciences Po campuses, police mistreatment of complainants.",regex,(?:^|[^\p{L}\p{N}_])metoomedias(?:[^\p{L}\p{N}_]|$)
France,#MeTooInceste / #MeTooGay / #MeTooThéâtre / #MeTooMedias / #MeTooPolitique / #SciencesPorcs / #DoublePeine,#MeTooPolitique,MeTooPolitique,metoopolitique,True,True,False,Support,Support,,"2021 sectoral waves: incest (Camille Kouchner's book on Olivier Duhamel, Jan 2021), LGBT, theatre, media (PPDA case), politics, Sciences Po campuses, police mistreatment of complainants.",regex,(?:^|[^\p{L}\p{N}_])metoopolitique(?:[^\p{L}\p{N}_]|$)
France,#MeTooInceste / #MeTooGay / #MeTooThéâtre / #MeTooMedias / #MeTooPolitique / #SciencesPorcs / #DoublePeine,#SciencesPorcs,SciencesPorcs,sciencesporcs,True,True,False,Support,Support,,"2021 sectoral waves: incest (Camille Kouchner's book on Olivier Duhamel, Jan 2021), LGBT, theatre, media (PPDA case), politics, Sciences Po campuses, police mistreatment of complainants.",regex,(?:^|[^\p{L}\p{N}_])sciencesporcs(?:[^\p{L}\p{N}_]|$)
France,#MeTooInceste / #MeTooGay / #MeTooThéâtre / #MeTooMedias / #MeTooPolitique / #SciencesPorcs / #DoublePeine,#DoublePeine,DoublePeine,doublepeine,True,True,False,Support,Support,,"2021 sectoral waves: incest (Camille Kouchner's book on Olivier Duhamel, Jan 2021), LGBT, theatre, media (PPDA case), politics, Sciences Po campuses, police mistreatment of complainants.",regex,(?:^|[^\p{L}\p{N}_])doublepeine(?:[^\p{L}\p{N}_]|$)
France,#MoiAussi,#MoiAussi,MoiAussi,moiaussi,True,True,False,Support / Translation,Support,,"French-language equivalent of #MeToo, documented in Canada/Francophone coverage. Translation/Gloss: Me too.",regex,(?:^|[^\p{L}\p{N}_])moiaussi(?:[^\p{L}\p{N}_]|$)
France,#MoiAussi / #NousToutes,#NousToutes,NousToutes,noustoutes,True,True,False,Support,Support,,Translation tag; #NousToutes = mass marches against gender violence from Nov 2018.,regex,(?:^|[^\p{L}\p{N}_])noustoutes(?:[^\p{L}\p{N}_]|$)
France,#PayeTaShnek,#PayeTaShnek,PayeTaShnek,payetashnek,True,True,False,Support,Support,,2012 precursor collecting street-harassment testimonies.,regex,(?:^|[^\p{L}\p{N}_])payetashnek(?:[^\p{L}\p{N}_]|$)
France,Adèle Haenel / PPDA / Tariq Ramadan,Adèle Haenel,Adèle Haenel,adèle haenel,False,False,False,Support / Cases,Support,,Haenel's Nov 2019 accusations against Christophe Ruggia and her César 2020 walkout over Polanski's award; Patrick Poivre d'Arvor (2021); Tariq Ramadan rape charges (2017).,regex,(?:^|[^\p{L}\p{N}_])adèle\ haenel(?:[^\p{L}\p{N}_]|$)
France,Adèle Haenel / PPDA / Tariq Ramadan,PPDA,PPDA,ppda,False,True,False,Support / Cases,Support,,Haenel's Nov 2019 accusations against Christophe Ruggia and her César 2020 walkout over Polanski's award; Patrick Poivre d'Arvor (2021); Tariq Ramadan rape charges (2017).,regex,(?:^|[^\p{L}\p{N}_])ppda(?:[^\p{L}\p{N}_]|$)
France,Adèle Haenel / PPDA / Tariq Ramadan,Tariq Ramadan,Tariq Ramadan,tariq ramadan,False,True,False,Support / Cases,Support,,Haenel's Nov 2019 accusations against Christophe Ruggia and her César 2020 walkout over Polanski's award; Patrick Poivre d'Arvor (2021); Tariq Ramadan rape charges (2017).,regex,(?:^|[^\p{L}\p{N}_])tariq\ ramadan(?:[^\p{L}\p{N}_]|$)
France,harcèlement sexuel,harcèlement sexuel,harcèlement sexuel,harcèlement sexuel,False,False,False,Support / Search Term,Support,,French publication/search keyword. Translation/Gloss: sexual harassment.,regex,(?:^|[^\p{L}\p{N}_])harcèlement\ sexuel(?:[^\p{L}\p{N}_]|$)
France,liberté d'importuner (Deneuve letter),liberté d'importuner (Deneuve letter),liberté d'importuner (Deneuve letter),liberté d'importuner (deneuve letter),False,False,False,Backlash,Backlash,,"Jan 2018 Le Monde open letter signed by Catherine Deneuve and 99 others defending men's 'freedom to bother'; the canonical French backlash text. Related backlash vocabulary: 'délation', 'présomption d'innocence'.",regex,(?:^|[^\p{L}\p{N}_])liberté\ d'importuner\ \(deneuve\ letter\)(?:[^\p{L}\p{N}_]|$)
French Guiana,#BalanceTonPorc,#BalanceTonPorc,BalanceTonPorc,balancetonporc,True,True,False,Support / Adjacent,Support,,French #MeToo-era hashtag for naming or denouncing perpetrators; also provoked public backlash debates. Translation/Gloss: Expose/denounce your pig.,regex,(?:^|[^\p{L}\p{N}_])balancetonporc(?:[^\p{L}\p{N}_]|$)
French Guiana,#HimToo,#HimToo,HimToo,himtoo,True,True,False,Backlash / Counter,Backlash,,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.,regex,(?:^|[^\p{L}\p{N}_])himtoo(?:[^\p{L}\p{N}_]|$)
French Guiana,#MeToo,#MeToo,MeToo,metoo,True,True,False,Support / Global,Support,,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.,regex,(?:^|[^\p{L}\p{N}_])metoo(?:[^\p{L}\p{N}_]|$)
French Guiana,#MoiAussi,#MoiAussi,MoiAussi,moiaussi,True,True,False,Support / Translation,Support,,"French-language equivalent of #MeToo, documented in Canada/Francophone coverage. Translation/Gloss: Me too.",regex,(?:^|[^\p{L}\p{N}_])moiaussi(?:[^\p{L}\p{N}_]|$)
French Guiana,#NousToutes,#NousToutes,NousToutes,noustoutes,True,True,False,Support / Adjacent,Support,,French feminist collective/hashtag after #MeToo and #BalanceTonPorc focused on violence against women. Translation/Gloss: All of us women.,regex,(?:^|[^\p{L}\p{N}_])noustoutes(?:[^\p{L}\p{N}_]|$)
French Guiana,harcèlement sexuel,harcèlement sexuel,harcèlement sexuel,harcèlement sexuel,False,False,False,Support / Search Term,Support,,French publication/search keyword. Translation/Gloss: sexual harassment.,regex,(?:^|[^\p{L}\p{N}_])harcèlement\ sexuel(?:[^\p{L}\p{N}_]|$)
French Polynesia,#BalanceTonPorc,#BalanceTonPorc,BalanceTonPorc,balancetonporc,True,True,False,Support / Adjacent,Support,,French #MeToo-era hashtag for naming or denouncing perpetrators; also provoked public backlash debates. Translation/Gloss: Expose/denounce your pig.,regex,(?:^|[^\p{L}\p{N}_])balancetonporc(?:[^\p{L}\p{N}_]|$)
French Polynesia,#HimToo,#HimToo,HimToo,himtoo,True,True,False,Backlash / Counter,Backlash,,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.,regex,(?:^|[^\p{L}\p{N}_])himtoo(?:[^\p{L}\p{N}_]|$)
French Polynesia,#MeToo,#MeToo,MeToo,metoo,True,True,False,Support / Global,Support,,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.,regex,(?:^|[^\p{L}\p{N}_])metoo(?:[^\p{L}\p{N}_]|$)
French Polynesia,#MoiAussi,#MoiAussi,MoiAussi,moiaussi,True,True,False,Support / Translation,Support,,"French-language equivalent of #MeToo, documented in Canada/Francophone coverage. Translation/Gloss: Me too.",regex,(?:^|[^\p{L}\p{N}_])moiaussi(?:[^\p{L}\p{N}_]|$)
French Polynesia,#NousToutes,#NousToutes,NousToutes,noustoutes,True,True,False,Support / Adjacent,Support,,French feminist collective/hashtag after #MeToo and #BalanceTonPorc focused on violence against women. Translation/Gloss: All of us women.,regex,(?:^|[^\p{L}\p{N}_])noustoutes(?:[^\p{L}\p{N}_]|$)
French Polynesia,harcèlement sexuel,harcèlement sexuel,harcèlement sexuel,harcèlement sexuel,False,False,False,Support / Search Term,Support,,French publication/search keyword. Translation/Gloss: sexual harassment.,regex,(?:^|[^\p{L}\p{N}_])harcèlement\ sexuel(?:[^\p{L}\p{N}_]|$)
French Southern Territories,#HimToo,#HimToo,HimToo,himtoo,True,True,False,Backlash / Counter,Backlash,,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.,regex,(?:^|[^\p{L}\p{N}_])himtoo(?:[^\p{L}\p{N}_]|$)
French Southern Territories,#MeToo,#MeToo,MeToo,metoo,True,True,False,Support / Global,Support,,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.,regex,(?:^|[^\p{L}\p{N}_])metoo(?:[^\p{L}\p{N}_]|$)
Gabon,#BalanceTonPorc,#BalanceTonPorc,BalanceTonPorc,balancetonporc,True,True,False,Support / Adjacent,Support,,French #MeToo-era hashtag for naming or denouncing perpetrators; also provoked public backlash debates. Translation/Gloss: Expose/denounce your pig.,regex,(?:^|[^\p{L}\p{N}_])balancetonporc(?:[^\p{L}\p{N}_]|$)
Gabon,#HimToo,#HimToo,HimToo,himtoo,True,True,False,Backlash / Counter,Backlash,,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.,regex,(?:^|[^\p{L}\p{N}_])himtoo(?:[^\p{L}\p{N}_]|$)
Gabon,#MeToo,#MeToo,MeToo,metoo,True,True,False,Support / Global,Support,,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.,regex,(?:^|[^\p{L}\p{N}_])metoo(?:[^\p{L}\p{N}_]|$)
Gabon,#MoiAussi,#MoiAussi,MoiAussi,moiaussi,True,True,False,Support / Translation,Support,,"French-language equivalent of #MeToo, documented in Canada/Francophone coverage. Translation/Gloss: Me too.",regex,(?:^|[^\p{L}\p{N}_])moiaussi(?:[^\p{L}\p{N}_]|$)
Gabon,#NousToutes,#NousToutes,NousToutes,noustoutes,True,True,False,Support / Adjacent,Support,,French feminist collective/hashtag after #MeToo and #BalanceTonPorc focused on violence against women. Translation/Gloss: All of us women.,regex,(?:^|[^\p{L}\p{N}_])noustoutes(?:[^\p{L}\p{N}_]|$)
Gabon,harcèlement sexuel,harcèlement sexuel,harcèlement sexuel,harcèlement sexuel,False,False,False,Support / Search Term,Support,,French publication/search keyword. Translation/Gloss: sexual harassment.,regex,(?:^|[^\p{L}\p{N}_])harcèlement\ sexuel(?:[^\p{L}\p{N}_]|$)
Georgia,#HimToo,#HimToo,HimToo,himtoo,True,True,False,Backlash / Counter,Backlash,,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.,regex,(?:^|[^\p{L}\p{N}_])himtoo(?:[^\p{L}\p{N}_]|$)
Georgia,#MeToo,#MeToo,MeToo,metoo,True,True,False,Support / Global,Support,,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.,regex,(?:^|[^\p{L}\p{N}_])metoo(?:[^\p{L}\p{N}_]|$)
Georgia,#მეც,#მეც,მეც,მეც,True,False,False,Support / Translation,Support,,Georgian equivalent of #MeToo. Translation/Gloss: Me too.,substr,
Georgia,Tatia Samkharadze,Tatia Samkharadze,Tatia Samkharadze,tatia samkharadze,False,True,False,Support / Trigger Case,Support,,"2016: journalist sued Imedi TV boss Shalva Ramishvili for harassment - landmark first case, upheld on appeal 2018; ~80+ women spoke out by 2017; led to 2019 law classifying harassment as discrimination. No single distinctive hashtag.",regex,(?:^|[^\p{L}\p{N}_])tatia\ samkharadze(?:[^\p{L}\p{N}_]|$)
Georgia,სექსუალური შევიწროება,სექსუალური შევიწროება,სექსუალური შევიწროება,სექსუალური შევიწროება,False,False,False,Support / Search Term,Support,,Georgian publication/search keyword. Translation/Gloss: sexual harassment.,substr,
Germany,#Aufschrei,#Aufschrei,Aufschrei,aufschrei,True,True,False,Support,Support,,"'Outcry', Jan 2013 precursor by Anne Wizorek, after journalist's account of FDP politician Rainer Brüderle's behavior; Germany's proto-MeToo.",regex,(?:^|[^\p{L}\p{N}_])aufschrei(?:[^\p{L}\p{N}_]|$)
Germany,#HimToo,#HimToo,HimToo,himtoo,True,True,False,Backlash / Counter,Backlash,,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.,regex,(?:^|[^\p{L}\p{N}_])himtoo(?:[^\p{L}\p{N}_]|$)
Germany,#IchAuch,#IchAuch,IchAuch,ichauch,True,True,False,Support / Translation,Support,,German equivalent of #MeToo. Translation/Gloss: Me too.,regex,(?:^|[^\p{L}\p{N}_])ichauch(?:[^\p{L}\p{N}_]|$)
Germany,#MeToo,#MeToo,MeToo,metoo,True,True,False,Support / Global,Support,,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.,regex,(?:^|[^\p{L}\p{N}_])metoo(?:[^\p{L}\p{N}_]|$)
Germany,#NeinHeisstNein,#NeinHeisstNein,NeinHeisstNein,neinheisstnein,True,True,False,Support,Support,,'No means no' - 2016 consent-law reform slogan (post-Cologne NYE assaults; note the Cologne debate also carried racialized framing).,regex,(?:^|[^\p{L}\p{N}_])neinheisstnein(?:[^\p{L}\p{N}_]|$)
Germany,Dieter Wedel / Julian Reichelt,Dieter Wedel,Dieter Wedel,dieter wedel,False,True,False,Support / Cases,Support,,Jan 2018 Zeit investigation into director Dieter Wedel = German MeToo landmark; Bild editor Julian Reichelt ousted 2021.,regex,(?:^|[^\p{L}\p{N}_])dieter\ wedel(?:[^\p{L}\p{N}_]|$)
Germany,Dieter Wedel / Julian Reichelt,Julian Reichelt,Julian Reichelt,julian reichelt,False,True,False,Support / Cases,Support,,Jan 2018 Zeit investigation into director Dieter Wedel = German MeToo landmark; Bild editor Julian Reichelt ousted 2021.,regex,(?:^|[^\p{L}\p{N}_])julian\ reichelt(?:[^\p{L}\p{N}_]|$)
Germany,Hexenjagd,Hexenjagd,Hexenjagd,hexenjagd,False,True,False,Backlash,Backlash,,'Witch hunt' - standard German backlash frame.,regex,(?:^|[^\p{L}\p{N}_])hexenjagd(?:[^\p{L}\p{N}_]|$)
Germany,sexuelle Belästigung,sexuelle Belästigung,sexuelle Belästigung,sexuelle belästigung,False,False,False,Support / Search Term,Support,,German publication/search keyword. Translation/Gloss: sexual harassment.,regex,(?:^|[^\p{L}\p{N}_])sexuelle\ belästigung(?:[^\p{L}\p{N}_]|$)
Ghana,#BelieveWomen,#BelieveWomen,BelieveWomen,believewomen,True,True,False,Support / Solidarity,Support,,Survivor-belief and anti-victim-blaming phrase used in #MeToo-related discourse. Translation/Gloss: Believe women.,regex,(?:^|[^\p{L}\p{N}_])believewomen(?:[^\p{L}\p{N}_]|$)
Ghana,#HimToo,#HimToo,HimToo,himtoo,True,True,False,Backlash / Counter,Backlash,,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.,regex,(?:^|[^\p{L}\p{N}_])himtoo(?:[^\p{L}\p{N}_]|$)
Ghana,#MeToo,#MeToo,MeToo,metoo,True,True,False,Support / Global,Support,,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.,regex,(?:^|[^\p{L}\p{N}_])metoo(?:[^\p{L}\p{N}_]|$)
Ghana,#SexForGrades,#SexForGrades,SexForGrades,sexforgrades,True,True,False,Support,Support,,"Oct 2019 BBC Africa Eye undercover investigation into lecturers at University of Ghana (and UNILAG, Nigeria).",regex,(?:^|[^\p{L}\p{N}_])sexforgrades(?:[^\p{L}\p{N}_]|$)
Ghana,#TimesUp,#TimesUp,TimesUp,timesup,True,True,False,Support / Solidarity,Support,,Transnational accountability and anti-harassment hashtag frequently paired with #MeToo. Translation/Gloss: Time is up.,regex,(?:^|[^\p{L}\p{N}_])timesup(?:[^\p{L}\p{N}_]|$)
Ghana,sexual harassment,sexual harassment,sexual harassment,sexual harassment,False,True,False,Support / Search Term,Support,,English search keyword for #MeToo-related social-media and publication searches. Translation/Gloss: sexual harassment.,regex,(?:^|[^\p{L}\p{N}_])sexual\ harassment(?:[^\p{L}\p{N}_]|$)
Ghana,violence against women,violence against women,violence against women,violence against women,False,True,False,Support / Search Term,Support,,English search keyword for adjacent #MeToo and gender-based violence coverage. Translation/Gloss: violence against women.,regex,(?:^|[^\p{L}\p{N}_])violence\ against\ women(?:[^\p{L}\p{N}_]|$)
Gibraltar,#BelieveWomen,#BelieveWomen,BelieveWomen,believewomen,True,True,False,Support / Solidarity,Support,,Survivor-belief and anti-victim-blaming phrase used in #MeToo-related discourse. Translation/Gloss: Believe women.,regex,(?:^|[^\p{L}\p{N}_])believewomen(?:[^\p{L}\p{N}_]|$)
Gibraltar,#HimToo,#HimToo,HimToo,himtoo,True,True,False,Backlash / Counter,Backlash,,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.,regex,(?:^|[^\p{L}\p{N}_])himtoo(?:[^\p{L}\p{N}_]|$)
Gibraltar,#MeToo,#MeToo,MeToo,metoo,True,True,False,Support / Global,Support,,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.,regex,(?:^|[^\p{L}\p{N}_])metoo(?:[^\p{L}\p{N}_]|$)
Gibraltar,#TimesUp,#TimesUp,TimesUp,timesup,True,True,False,Support / Solidarity,Support,,Transnational accountability and anti-harassment hashtag frequently paired with #MeToo. Translation/Gloss: Time is up.,regex,(?:^|[^\p{L}\p{N}_])timesup(?:[^\p{L}\p{N}_]|$)
Gibraltar,sexual harassment,sexual harassment,sexual harassment,sexual harassment,False,True,False,Support / Search Term,Support,,English search keyword for #MeToo-related social-media and publication searches. Translation/Gloss: sexual harassment.,regex,(?:^|[^\p{L}\p{N}_])sexual\ harassment(?:[^\p{L}\p{N}_]|$)
Gibraltar,violence against women,violence against women,violence against women,violence against women,False,True,False,Support / Search Term,Support,,English search keyword for adjacent #MeToo and gender-based violence coverage. Translation/Gloss: violence against women.,regex,(?:^|[^\p{L}\p{N}_])violence\ against\ women(?:[^\p{L}\p{N}_]|$)
Greece,#HimToo,#HimToo,HimToo,himtoo,True,True,False,Backlash / Counter,Backlash,,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.,regex,(?:^|[^\p{L}\p{N}_])himtoo(?:[^\p{L}\p{N}_]|$)
Greece,#MeTinSofia,#MeTinSofia,MeTinSofia,metinsofia,True,True,False,Support / Solidarity,Support,,Greece: Olympian Sofia Bekatorou's abuse disclosure triggered the Hellenic #MeToo wave. Translation/Gloss: With Sofia.,regex,(?:^|[^\p{L}\p{N}_])metinsofia(?:[^\p{L}\p{N}_]|$)
Greece,#MeToo,#MeToo,MeToo,metoo,True,True,False,Support / Global,Support,,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.,regex,(?:^|[^\p{L}\p{N}_])metoo(?:[^\p{L}\p{N}_]|$)
Greece,Δημήτρης Λιγνάδης (Lignadis) / #metoogr,Δημήτρης Λιγνάδης (Lignadis),Δημήτρης Λιγνάδης (Lignadis),δημήτρης λιγνάδης (lignadis),False,False,False,Support / Case,Support,,"National Theatre director arrested Feb 2021, convicted of rape; emblematic case of the wave.",regex,(?:^|[^\p{L}\p{N}_])δημήτρης\ λιγνάδης\ \(lignadis\)(?:[^\p{L}\p{N}_]|$)
Greece,Δημήτρης Λιγνάδης (Lignadis) / #metoogr,#metoogr,metoogr,metoogr,True,True,False,Support / Case,Support,,"National Theatre director arrested Feb 2021, convicted of rape; emblematic case of the wave.",regex,(?:^|[^\p{L}\p{N}_])metoogr(?:[^\p{L}\p{N}_]|$)
Greece,Σοφία Μπεκατώρου (Sofia Bekatorou),Σοφία Μπεκατώρου (Sofia Bekatorou),Σοφία Μπεκατώρου (Sofia Bekatorou),σοφία μπεκατώρου (sofia bekatorou),False,False,False,Support / Trigger,Support,,Jan 2021: Olympic sailing champion disclosed assault by a federation official - unleashed the Greek MeToo wave.,regex,(?:^|[^\p{L}\p{N}_])σοφία\ μπεκατώρου\ \(sofia\ bekatorou\)(?:[^\p{L}\p{N}_]|$)
