keyword_country,keyword_raw,keyword,kw_match,match_mode,regex_pattern,stance_original,stance_primary,context
Equatorial Guinea,#MeToo,#MeToo,metoo,word,\bmetoo\b,Support / Global,Support,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.
Equatorial Guinea,#PrimeiroAssédio,#PrimeiroAssédio,primeiroassédio,substr,,Support / Adjacent,Support,Brazil-origin hashtag where women shared first harassment experiences. Translation/Gloss: First harassment.
Equatorial Guinea,assédio sexual,assédio sexual,assédio sexual,substr,,Support / Search Term,Support,Portuguese publication/search keyword. Translation/Gloss: sexual harassment.
Eritrea,#HimToo,#HimToo,himtoo,word,\bhimtoo\b,Backlash / Counter,Backlash,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.
Eritrea,#MeToo,#MeToo,metoo,word,\bmetoo\b,Support / Global,Support,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.
Estonia,#HimToo,#HimToo,himtoo,word,\bhimtoo\b,Backlash / Counter,Backlash,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.
Estonia,#MeToo,#MeToo,metoo,word,\bmetoo\b,Support / Global,Support,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.
Estonia,seksuaalne ahistamine,seksuaalne ahistamine,seksuaalne ahistamine,word,\bseksuaalne\ ahistamine\b,Support / Generic Term,Support,No distinct national wave documented.
Eswatini,#BelieveWomen,#BelieveWomen,believewomen,word,\bbelievewomen\b,Support / Solidarity,Support,Survivor-belief and anti-victim-blaming phrase used in #MeToo-related discourse. Translation/Gloss: Believe women.
Eswatini,#HimToo,#HimToo,himtoo,word,\bhimtoo\b,Backlash / Counter,Backlash,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.
Eswatini,#MeToo,#MeToo,metoo,word,\bmetoo\b,Support / Global,Support,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.
Eswatini,#TimesUp,#TimesUp,timesup,word,\btimesup\b,Support / Solidarity,Support,Transnational accountability and anti-harassment hashtag frequently paired with #MeToo. Translation/Gloss: Time is up.
Eswatini,sexual harassment,sexual harassment,sexual harassment,word,\bsexual\ harassment\b,Support / Search Term,Support,English search keyword for #MeToo-related social-media and publication searches. Translation/Gloss: sexual harassment.
Eswatini,violence against women,violence against women,violence against women,word,\bviolence\ against\ women\b,Support / Search Term,Support,English search keyword for adjacent #MeToo and gender-based violence coverage. Translation/Gloss: violence against women.
Ethiopia,#HimToo,#HimToo,himtoo,word,\bhimtoo\b,Backlash / Counter,Backlash,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.
Ethiopia,#MeToo,#MeToo,metoo,word,\bmetoo\b,Support / Global,Support,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.
Ethiopia,#እኔም,#እኔም,እኔም,substr,,Support / Translation,Support,Amharic equivalent of #MeToo. Translation/Gloss: Me too.
Ethiopia,sexual violence (conflict) / generic,sexual violence (conflict),sexual violence (conflict),word,\bsexual\ violence\ \(conflict\)\b,Support / Context,Support,No national hashtag movement; CRSV coverage (Tigray) dominates the GBV news space post-2020.
Ethiopia,sexual violence (conflict) / generic,generic,generic,word,\bgeneric\b,Support / Context,Support,No national hashtag movement; CRSV coverage (Tigray) dominates the GBV news space post-2020.
Ethiopia,የፆታ_ትንኮሳ,የፆታ_ትንኮሳ,የፆታ_ትንኮሳ,substr,,Support / Search Term,Support,Amharic publication/search keyword. Translation/Gloss: sexual harassment.
Falkland Islands (Malvinas),#BelieveWomen,#BelieveWomen,believewomen,word,\bbelievewomen\b,Support / Solidarity,Support,Survivor-belief and anti-victim-blaming phrase used in #MeToo-related discourse. Translation/Gloss: Believe women.
Falkland Islands (Malvinas),#HimToo,#HimToo,himtoo,word,\bhimtoo\b,Backlash / Counter,Backlash,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.
Falkland Islands (Malvinas),#MeToo,#MeToo,metoo,word,\bmetoo\b,Support / Global,Support,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.
Falkland Islands (Malvinas),#TimesUp,#TimesUp,timesup,word,\btimesup\b,Support / Solidarity,Support,Transnational accountability and anti-harassment hashtag frequently paired with #MeToo. Translation/Gloss: Time is up.
Falkland Islands (Malvinas),sexual harassment,sexual harassment,sexual harassment,word,\bsexual\ harassment\b,Support / Search Term,Support,English search keyword for #MeToo-related social-media and publication searches. Translation/Gloss: sexual harassment.
Falkland Islands (Malvinas),violence against women,violence against women,violence against women,word,\bviolence\ against\ women\b,Support / Search Term,Support,English search keyword for adjacent #MeToo and gender-based violence coverage. Translation/Gloss: violence against women.
Faroe Islands,#HimToo,#HimToo,himtoo,word,\bhimtoo\b,Backlash / Counter,Backlash,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.
Faroe Islands,#MeToo,#MeToo,metoo,word,\bmetoo\b,Support / Global,Support,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.
Faroe Islands,seksuel chikane,seksuel chikane,seksuel chikane,word,\bseksuel\ chikane\b,Support / Search Term,Support,Danish publication/search keyword; Denmark's #MeToo discussion is often indexed using #MeToo plus this term. Translation/Gloss: sexual harassment.
Federated States of Micronesia,#HimToo,#HimToo,himtoo,word,\bhimtoo\b,Backlash / Counter,Backlash,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.
Federated States of Micronesia,#MeToo,#MeToo,metoo,word,\bmetoo\b,Support / Global,Support,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.
Fiji,#BelieveWomen,#BelieveWomen,believewomen,word,\bbelievewomen\b,Support / Solidarity,Support,Survivor-belief and anti-victim-blaming phrase used in #MeToo-related discourse. Translation/Gloss: Believe women.
Fiji,#HimToo,#HimToo,himtoo,word,\bhimtoo\b,Backlash / Counter,Backlash,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.
Fiji,#MeToo,#MeToo,metoo,word,\bmetoo\b,Support / Global,Support,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.
Fiji,#TimesUp,#TimesUp,timesup,word,\btimesup\b,Support / Solidarity,Support,Transnational accountability and anti-harassment hashtag frequently paired with #MeToo. Translation/Gloss: Time is up.
Fiji,Fiji Women's Rights Movement,Fiji Women's Rights Movement,fiji women's rights movement,word,\bfiji\ women's\ rights\ movement\b,Support / Org,Support,NGO-led advocacy; no distinct viral hashtag documented.
Fiji,sexual harassment,sexual harassment,sexual harassment,word,\bsexual\ harassment\b,Support / Search Term,Support,English search keyword for #MeToo-related social-media and publication searches. Translation/Gloss: sexual harassment.
Fiji,violence against women,violence against women,violence against women,word,\bviolence\ against\ women\b,Support / Search Term,Support,English search keyword for adjacent #MeToo and gender-based violence coverage. Translation/Gloss: violence against women.
Finland,#HimToo,#HimToo,himtoo,word,\bhimtoo\b,Backlash / Counter,Backlash,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.
Finland,#MeToo,#MeToo,metoo,word,\bmetoo\b,Support / Global,Support,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.
Finland,#dammenbrister,#dammenbrister,dammenbrister,word,\bdammenbrister\b,Support / Sectoral,Support,Finland: Swedish-speaking women launched #dammenbrister as their #MeToo answer against sexual harassment. Translation/Gloss: the dam is breaking.
Finland,#tystnadtagning,#tystnadtagning,tystnadtagning,word,\btystnadtagning\b,Support / Sectoral,Support,"Swedish theatre/film sector hashtag, the first joint Swedish #MeToo call. Translation/Gloss: silent shoot."
Finland,Aku Louhimies / seksuaalinen häirintä,Aku Louhimies,aku louhimies,word,\baku\ louhimies\b,Support / Case,Support,Mar 2018: actresses described abusive treatment by director Aku Louhimies; main Finnish-language case.
Finland,Aku Louhimies / seksuaalinen häirintä,seksuaalinen häirintä,seksuaalinen häirintä,substr,,Support / Case,Support,Mar 2018: actresses described abusive treatment by director Aku Louhimies; main Finnish-language case.
Finland,sexuella trakasserier,sexuella trakasserier,sexuella trakasserier,word,\bsexuella\ trakasserier\b,Support / Search Term,Support,Swedish publication/search keyword. Translation/Gloss: sexual harassment.
France,#BalanceTonPorc,#BalanceTonPorc,balancetonporc,word,\bbalancetonporc\b,Support,Support,"'Squeal on your pig', 13 Oct 2017, Sandra Muller - preceded the viral #MeToo by two days. Muller was sued for defamation by Eric Brion, lost at first instance (2019), won on appeal (2021) - the legal saga is a key backlash thread."
France,#HimToo,#HimToo,himtoo,word,\bhimtoo\b,Backlash / Counter,Backlash,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.
France,#MeToo,#MeToo,metoo,word,\bmetoo\b,Support / Global,Support,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.
France,#MeTooInceste / #MeTooGay / #MeTooThéâtre / #MeTooMedias / #MeTooPolitique / #SciencesPorcs / #DoublePeine,#MeTooInceste,metooinceste,word,\bmetooinceste\b,Support,Support,"2021 sectoral waves: incest (Camille Kouchner's book on Olivier Duhamel, Jan 2021), LGBT, theatre, media (PPDA case), politics, Sciences Po campuses, police mistreatment of complainants."
France,#MeTooInceste / #MeTooGay / #MeTooThéâtre / #MeTooMedias / #MeTooPolitique / #SciencesPorcs / #DoublePeine,#MeTooGay,metoogay,word,\bmetoogay\b,Support,Support,"2021 sectoral waves: incest (Camille Kouchner's book on Olivier Duhamel, Jan 2021), LGBT, theatre, media (PPDA case), politics, Sciences Po campuses, police mistreatment of complainants."
France,#MeTooInceste / #MeTooGay / #MeTooThéâtre / #MeTooMedias / #MeTooPolitique / #SciencesPorcs / #DoublePeine,#MeTooThéâtre,metoothéâtre,substr,,Support,Support,"2021 sectoral waves: incest (Camille Kouchner's book on Olivier Duhamel, Jan 2021), LGBT, theatre, media (PPDA case), politics, Sciences Po campuses, police mistreatment of complainants."
France,#MeTooInceste / #MeTooGay / #MeTooThéâtre / #MeTooMedias / #MeTooPolitique / #SciencesPorcs / #DoublePeine,#MeTooMedias,metoomedias,word,\bmetoomedias\b,Support,Support,"2021 sectoral waves: incest (Camille Kouchner's book on Olivier Duhamel, Jan 2021), LGBT, theatre, media (PPDA case), politics, Sciences Po campuses, police mistreatment of complainants."
France,#MeTooInceste / #MeTooGay / #MeTooThéâtre / #MeTooMedias / #MeTooPolitique / #SciencesPorcs / #DoublePeine,#MeTooPolitique,metoopolitique,word,\bmetoopolitique\b,Support,Support,"2021 sectoral waves: incest (Camille Kouchner's book on Olivier Duhamel, Jan 2021), LGBT, theatre, media (PPDA case), politics, Sciences Po campuses, police mistreatment of complainants."
France,#MeTooInceste / #MeTooGay / #MeTooThéâtre / #MeTooMedias / #MeTooPolitique / #SciencesPorcs / #DoublePeine,#SciencesPorcs,sciencesporcs,word,\bsciencesporcs\b,Support,Support,"2021 sectoral waves: incest (Camille Kouchner's book on Olivier Duhamel, Jan 2021), LGBT, theatre, media (PPDA case), politics, Sciences Po campuses, police mistreatment of complainants."
France,#MeTooInceste / #MeTooGay / #MeTooThéâtre / #MeTooMedias / #MeTooPolitique / #SciencesPorcs / #DoublePeine,#DoublePeine,doublepeine,word,\bdoublepeine\b,Support,Support,"2021 sectoral waves: incest (Camille Kouchner's book on Olivier Duhamel, Jan 2021), LGBT, theatre, media (PPDA case), politics, Sciences Po campuses, police mistreatment of complainants."
France,#MoiAussi,#MoiAussi,moiaussi,word,\bmoiaussi\b,Support / Translation,Support,"French-language equivalent of #MeToo, documented in Canada/Francophone coverage. Translation/Gloss: Me too."
France,#MoiAussi / #NousToutes,#NousToutes,noustoutes,word,\bnoustoutes\b,Support,Support,Translation tag; #NousToutes = mass marches against gender violence from Nov 2018.
France,#PayeTaShnek,#PayeTaShnek,payetashnek,word,\bpayetashnek\b,Support,Support,2012 precursor collecting street-harassment testimonies.
France,Adèle Haenel / PPDA / Tariq Ramadan,Adèle Haenel,adèle haenel,substr,,Support / Cases,Support,Haenel's Nov 2019 accusations against Christophe Ruggia and her César 2020 walkout over Polanski's award; Patrick Poivre d'Arvor (2021); Tariq Ramadan rape charges (2017).
France,Adèle Haenel / PPDA / Tariq Ramadan,PPDA,ppda,word,\bppda\b,Support / Cases,Support,Haenel's Nov 2019 accusations against Christophe Ruggia and her César 2020 walkout over Polanski's award; Patrick Poivre d'Arvor (2021); Tariq Ramadan rape charges (2017).
France,Adèle Haenel / PPDA / Tariq Ramadan,Tariq Ramadan,tariq ramadan,word,\btariq\ ramadan\b,Support / Cases,Support,Haenel's Nov 2019 accusations against Christophe Ruggia and her César 2020 walkout over Polanski's award; Patrick Poivre d'Arvor (2021); Tariq Ramadan rape charges (2017).
France,harcèlement sexuel,harcèlement sexuel,harcèlement sexuel,substr,,Support / Search Term,Support,French publication/search keyword. Translation/Gloss: sexual harassment.
France,liberté d'importuner (Deneuve letter),liberté d'importuner (Deneuve letter),liberté d'importuner (deneuve letter),substr,,Backlash,Backlash,"Jan 2018 Le Monde open letter signed by Catherine Deneuve and 99 others defending men's 'freedom to bother'; the canonical French backlash text. Related backlash vocabulary: 'délation', 'présomption d'innocence'."
French Guiana,#BalanceTonPorc,#BalanceTonPorc,balancetonporc,word,\bbalancetonporc\b,Support / Adjacent,Support,French #MeToo-era hashtag for naming or denouncing perpetrators; also provoked public backlash debates. Translation/Gloss: Expose/denounce your pig.
French Guiana,#HimToo,#HimToo,himtoo,word,\bhimtoo\b,Backlash / Counter,Backlash,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.
French Guiana,#MeToo,#MeToo,metoo,word,\bmetoo\b,Support / Global,Support,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.
French Guiana,#MoiAussi,#MoiAussi,moiaussi,word,\bmoiaussi\b,Support / Translation,Support,"French-language equivalent of #MeToo, documented in Canada/Francophone coverage. Translation/Gloss: Me too."
French Guiana,#NousToutes,#NousToutes,noustoutes,word,\bnoustoutes\b,Support / Adjacent,Support,French feminist collective/hashtag after #MeToo and #BalanceTonPorc focused on violence against women. Translation/Gloss: All of us women.
French Guiana,harcèlement sexuel,harcèlement sexuel,harcèlement sexuel,substr,,Support / Search Term,Support,French publication/search keyword. Translation/Gloss: sexual harassment.
French Polynesia,#BalanceTonPorc,#BalanceTonPorc,balancetonporc,word,\bbalancetonporc\b,Support / Adjacent,Support,French #MeToo-era hashtag for naming or denouncing perpetrators; also provoked public backlash debates. Translation/Gloss: Expose/denounce your pig.
French Polynesia,#HimToo,#HimToo,himtoo,word,\bhimtoo\b,Backlash / Counter,Backlash,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.
French Polynesia,#MeToo,#MeToo,metoo,word,\bmetoo\b,Support / Global,Support,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.
French Polynesia,#MoiAussi,#MoiAussi,moiaussi,word,\bmoiaussi\b,Support / Translation,Support,"French-language equivalent of #MeToo, documented in Canada/Francophone coverage. Translation/Gloss: Me too."
French Polynesia,#NousToutes,#NousToutes,noustoutes,word,\bnoustoutes\b,Support / Adjacent,Support,French feminist collective/hashtag after #MeToo and #BalanceTonPorc focused on violence against women. Translation/Gloss: All of us women.
French Polynesia,harcèlement sexuel,harcèlement sexuel,harcèlement sexuel,substr,,Support / Search Term,Support,French publication/search keyword. Translation/Gloss: sexual harassment.
French Southern Territories,#HimToo,#HimToo,himtoo,word,\bhimtoo\b,Backlash / Counter,Backlash,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.
French Southern Territories,#MeToo,#MeToo,metoo,word,\bmetoo\b,Support / Global,Support,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.
Gabon,#BalanceTonPorc,#BalanceTonPorc,balancetonporc,word,\bbalancetonporc\b,Support / Adjacent,Support,French #MeToo-era hashtag for naming or denouncing perpetrators; also provoked public backlash debates. Translation/Gloss: Expose/denounce your pig.
Gabon,#HimToo,#HimToo,himtoo,word,\bhimtoo\b,Backlash / Counter,Backlash,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.
Gabon,#MeToo,#MeToo,metoo,word,\bmetoo\b,Support / Global,Support,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.
Gabon,#MoiAussi,#MoiAussi,moiaussi,word,\bmoiaussi\b,Support / Translation,Support,"French-language equivalent of #MeToo, documented in Canada/Francophone coverage. Translation/Gloss: Me too."
Gabon,#NousToutes,#NousToutes,noustoutes,word,\bnoustoutes\b,Support / Adjacent,Support,French feminist collective/hashtag after #MeToo and #BalanceTonPorc focused on violence against women. Translation/Gloss: All of us women.
Gabon,harcèlement sexuel,harcèlement sexuel,harcèlement sexuel,substr,,Support / Search Term,Support,French publication/search keyword. Translation/Gloss: sexual harassment.
Georgia,#HimToo,#HimToo,himtoo,word,\bhimtoo\b,Backlash / Counter,Backlash,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.
Georgia,#MeToo,#MeToo,metoo,word,\bmetoo\b,Support / Global,Support,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.
Georgia,#მეც,#მეც,მეც,substr,,Support / Translation,Support,Georgian equivalent of #MeToo. Translation/Gloss: Me too.
Georgia,Tatia Samkharadze,Tatia Samkharadze,tatia samkharadze,word,\btatia\ samkharadze\b,Support / Trigger Case,Support,"2016: journalist sued Imedi TV boss Shalva Ramishvili for harassment - landmark first case, upheld on appeal 2018; ~80+ women spoke out by 2017; led to 2019 law classifying harassment as discrimination. No single distinctive hashtag."
Georgia,სექსუალური შევიწროება,სექსუალური შევიწროება,სექსუალური შევიწროება,substr,,Support / Search Term,Support,Georgian publication/search keyword. Translation/Gloss: sexual harassment.
Germany,#Aufschrei,#Aufschrei,aufschrei,word,\baufschrei\b,Support,Support,"'Outcry', Jan 2013 precursor by Anne Wizorek, after journalist's account of FDP politician Rainer Brüderle's behavior; Germany's proto-MeToo."
Germany,#HimToo,#HimToo,himtoo,word,\bhimtoo\b,Backlash / Counter,Backlash,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.
Germany,#IchAuch,#IchAuch,ichauch,word,\bichauch\b,Support / Translation,Support,German equivalent of #MeToo. Translation/Gloss: Me too.
Germany,#MeToo,#MeToo,metoo,word,\bmetoo\b,Support / Global,Support,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.
Germany,#NeinHeisstNein,#NeinHeisstNein,neinheisstnein,word,\bneinheisstnein\b,Support,Support,'No means no' - 2016 consent-law reform slogan (post-Cologne NYE assaults; note the Cologne debate also carried racialized framing).
Germany,Dieter Wedel / Julian Reichelt,Dieter Wedel,dieter wedel,word,\bdieter\ wedel\b,Support / Cases,Support,Jan 2018 Zeit investigation into director Dieter Wedel = German MeToo landmark; Bild editor Julian Reichelt ousted 2021.
Germany,Dieter Wedel / Julian Reichelt,Julian Reichelt,julian reichelt,word,\bjulian\ reichelt\b,Support / Cases,Support,Jan 2018 Zeit investigation into director Dieter Wedel = German MeToo landmark; Bild editor Julian Reichelt ousted 2021.
Germany,Hexenjagd,Hexenjagd,hexenjagd,word,\bhexenjagd\b,Backlash,Backlash,'Witch hunt' - standard German backlash frame.
Germany,sexuelle Belästigung,sexuelle Belästigung,sexuelle belästigung,substr,,Support / Search Term,Support,German publication/search keyword. Translation/Gloss: sexual harassment.
Ghana,#BelieveWomen,#BelieveWomen,believewomen,word,\bbelievewomen\b,Support / Solidarity,Support,Survivor-belief and anti-victim-blaming phrase used in #MeToo-related discourse. Translation/Gloss: Believe women.
Ghana,#HimToo,#HimToo,himtoo,word,\bhimtoo\b,Backlash / Counter,Backlash,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.
Ghana,#MeToo,#MeToo,metoo,word,\bmetoo\b,Support / Global,Support,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.
Ghana,#SexForGrades,#SexForGrades,sexforgrades,word,\bsexforgrades\b,Support,Support,"Oct 2019 BBC Africa Eye undercover investigation into lecturers at University of Ghana (and UNILAG, Nigeria)."
Ghana,#TimesUp,#TimesUp,timesup,word,\btimesup\b,Support / Solidarity,Support,Transnational accountability and anti-harassment hashtag frequently paired with #MeToo. Translation/Gloss: Time is up.
Ghana,sexual harassment,sexual harassment,sexual harassment,word,\bsexual\ harassment\b,Support / Search Term,Support,English search keyword for #MeToo-related social-media and publication searches. Translation/Gloss: sexual harassment.
Ghana,violence against women,violence against women,violence against women,word,\bviolence\ against\ women\b,Support / Search Term,Support,English search keyword for adjacent #MeToo and gender-based violence coverage. Translation/Gloss: violence against women.
Gibraltar,#BelieveWomen,#BelieveWomen,believewomen,word,\bbelievewomen\b,Support / Solidarity,Support,Survivor-belief and anti-victim-blaming phrase used in #MeToo-related discourse. Translation/Gloss: Believe women.
Gibraltar,#HimToo,#HimToo,himtoo,word,\bhimtoo\b,Backlash / Counter,Backlash,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.
Gibraltar,#MeToo,#MeToo,metoo,word,\bmetoo\b,Support / Global,Support,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.
Gibraltar,#TimesUp,#TimesUp,timesup,word,\btimesup\b,Support / Solidarity,Support,Transnational accountability and anti-harassment hashtag frequently paired with #MeToo. Translation/Gloss: Time is up.
Gibraltar,sexual harassment,sexual harassment,sexual harassment,word,\bsexual\ harassment\b,Support / Search Term,Support,English search keyword for #MeToo-related social-media and publication searches. Translation/Gloss: sexual harassment.
Gibraltar,violence against women,violence against women,violence against women,word,\bviolence\ against\ women\b,Support / Search Term,Support,English search keyword for adjacent #MeToo and gender-based violence coverage. Translation/Gloss: violence against women.
Greece,#HimToo,#HimToo,himtoo,word,\bhimtoo\b,Backlash / Counter,Backlash,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.
Greece,#MeTinSofia,#MeTinSofia,metinsofia,word,\bmetinsofia\b,Support / Solidarity,Support,Greece: Olympian Sofia Bekatorou's abuse disclosure triggered the Hellenic #MeToo wave. Translation/Gloss: With Sofia.
Greece,#MeToo,#MeToo,metoo,word,\bmetoo\b,Support / Global,Support,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.
Greece,Δημήτρης Λιγνάδης (Lignadis) / #metoogr,Δημήτρης Λιγνάδης (Lignadis),δημήτρης λιγνάδης (lignadis),substr,,Support / Case,Support,"National Theatre director arrested Feb 2021, convicted of rape; emblematic case of the wave."
Greece,Δημήτρης Λιγνάδης (Lignadis) / #metoogr,#metoogr,metoogr,word,\bmetoogr\b,Support / Case,Support,"National Theatre director arrested Feb 2021, convicted of rape; emblematic case of the wave."
Greece,Σοφία Μπεκατώρου (Sofia Bekatorou),Σοφία Μπεκατώρου (Sofia Bekatorou),σοφία μπεκατώρου (sofia bekatorou),substr,,Support / Trigger,Support,Jan 2021: Olympic sailing champion disclosed assault by a federation official - unleashed the Greek MeToo wave.
Greece,σεξουαλική παρενόχληση,σεξουαλική παρενόχληση,σεξουαλική παρενόχληση,substr,,Support / Search Term,Support,Greek publication/search keyword. Translation/Gloss: sexual harassment.
Greenland,#HimToo,#HimToo,himtoo,word,\bhimtoo\b,Backlash / Counter,Backlash,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.
Greenland,#MeToo,#MeToo,metoo,word,\bmetoo\b,Support / Global,Support,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.
Greenland,seksuel chikane,seksuel chikane,seksuel chikane,word,\bseksuel\ chikane\b,Support / Search Term,Support,Danish publication/search keyword; Denmark's #MeToo discussion is often indexed using #MeToo plus this term. Translation/Gloss: sexual harassment.
Grenada,#BelieveWomen,#BelieveWomen,believewomen,word,\bbelievewomen\b,Support / Solidarity,Support,Survivor-belief and anti-victim-blaming phrase used in #MeToo-related discourse. Translation/Gloss: Believe women.
Grenada,#HimToo,#HimToo,himtoo,word,\bhimtoo\b,Backlash / Counter,Backlash,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.
Grenada,#MeToo,#MeToo,metoo,word,\bmetoo\b,Support / Global,Support,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.
Grenada,#TimesUp,#TimesUp,timesup,word,\btimesup\b,Support / Solidarity,Support,Transnational accountability and anti-harassment hashtag frequently paired with #MeToo. Translation/Gloss: Time is up.
Grenada,sexual harassment,sexual harassment,sexual harassment,word,\bsexual\ harassment\b,Support / Search Term,Support,English search keyword for #MeToo-related social-media and publication searches. Translation/Gloss: sexual harassment.
Grenada,violence against women,violence against women,violence against women,word,\bviolence\ against\ women\b,Support / Search Term,Support,English search keyword for adjacent #MeToo and gender-based violence coverage. Translation/Gloss: violence against women.
Guadeloupe,#BalanceTonPorc,#BalanceTonPorc,balancetonporc,word,\bbalancetonporc\b,Support / Adjacent,Support,French #MeToo-era hashtag for naming or denouncing perpetrators; also provoked public backlash debates. Translation/Gloss: Expose/denounce your pig.
Guadeloupe,#HimToo,#HimToo,himtoo,word,\bhimtoo\b,Backlash / Counter,Backlash,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.
Guadeloupe,#MeToo,#MeToo,metoo,word,\bmetoo\b,Support / Global,Support,Baseline global #MeToo hashtag; included for every country/territory as the common cross-border search term. Translation/Gloss: Me too.
Guadeloupe,#MoiAussi,#MoiAussi,moiaussi,word,\bmoiaussi\b,Support / Translation,Support,"French-language equivalent of #MeToo, documented in Canada/Francophone coverage. Translation/Gloss: Me too."
Guadeloupe,#NousToutes,#NousToutes,noustoutes,word,\bnoustoutes\b,Support / Adjacent,Support,French feminist collective/hashtag after #MeToo and #BalanceTonPorc focused on violence against women. Translation/Gloss: All of us women.
Guadeloupe,harcèlement sexuel,harcèlement sexuel,harcèlement sexuel,substr,,Support / Search Term,Support,French publication/search keyword. Translation/Gloss: sexual harassment.
Guam,#HimToo,#HimToo,himtoo,word,\bhimtoo\b,Backlash / Counter,Backlash,Major counter-/backlash hashtag that recast #MeToo through false-accusation or accused-men-as-victims narratives; included as a global backlash search term. Translation/Gloss: Him too.
